H0,ombh2,omch2,logA,ns,A_N,Chi_sq
66.31203808958715,0.021340047183436715,0.11875023235628833,3.0400961245716465,0.9410427993805314,0.0006525868754304418,75.58061703525316
66.31203808958715,0.021340047183436715,0.11875023235628833,3.0400961245716465,0.9410427993805314,0.0006525868754304418,75.58061703525316
66.31203808958715,0.021340047183436715,0.11875023235628833,3.0400961245716465,0.9410427993805314,0.0006525868754304418,75.58061703525316
66.31203808958715,0.021340047183436715,0.11875023235628833,3.0400961245716465,0.9410427993805314,0.0006525868754304418,75.58061703525316
66.31203808958715,0.021340047183436715,0.11875023235628833,3.0400961245716465,0.9410427993805314,0.0006525868754304418,75.58061703525316
67.79680330814466,0.021743843126119704,0.11593695532176501,3.0356629160392736,0.9504073380304886,0.0006241160184066052,80.19020309777707
67.79680330814466,0.021743843126119704,0.11593695532176501,3.0356629160392736,0.9504073380304886,0.0006241160184066052,80.19020309777707
67.79680330814466,0.021743843126119704,0.11593695532176501,3.0356629160392736,0.9504073380304886,0.0006241160184066052,80.19020309777707
67.79680330814466,0.021743843126119704,0.11593695532176501,3.0356629160392736,0.9504073380304886,0.0006241160184066052,80.19020309777707
67.79680330814466,0.021743843126119704,0.11593695532176501,3.0356629160392736,0.9504073380304886,0.0006241160184066052,80.19020309777707
67.79680330814466,0.021743843126119704,0.11593695532176501,3.0356629160392736,0.9504073380304886,0.0006241160184066052,80.19020309777707
67.79680330814466,0.021743843126119704,0.11593695532176501,3.0356629160392736,0.9504073380304886,0.0006241160184066052,80.19020309777707
67.79680330814466,0.021743843126119704,0.11593695532176501,3.0356629160392736,0.9504073380304886,0.0006241160184066052,80.19020309777707
67.79680330814466,0.021743843126119704,0.11593695532176501,3.0356629160392736,0.9504073380304886,0.0006241160184066052,80.19020309777707
67.79680330814466,0.021743843126119704,0.11593695532176501,3.0356629160392736,0.9504073380304886,0.0006241160184066052,80.19020309777707
67.79680330814466,0.021743843126119704,0.11593695532176501,3.0356629160392736,0.9504073380304886,0.0006241160184066052,80.19020309777707
66.28316726441045,0.021555621738341215,0.11884023997471314,3.0437185485776923,0.9500993942824965,0.0005518610837985057,73.91799423052184
66.28316726441045,0.021555621738341215,0.11884023997471314,3.0437185485776923,0.9500993942824965,0.0005518610837985057,73.91799423052184
66.28316726441045,0.021555621738341215,0.11884023997471314,3.0437185485776923,0.9500993942824965,0.0005518610837985057,73.91799423052184
66.28316726441045,0.021555621738341215,0.11884023997471314,3.0437185485776923,0.9500993942824965,0.0005518610837985057,73.91799423052184
66.28316726441045,0.021555621738341215,0.11884023997471314,3.0437185485776923,0.9500993942824965,0.0005518610837985057,73.91799423052184
66.28316726441045,0.021555621738341215,0.11884023997471314,3.0437185485776923,0.9500993942824965,0.0005518610837985057,73.91799423052184
66.28316726441045,0.021555621738341215,0.11884023997471314,3.0437185485776923,0.9500993942824965,0.0005518610837985057,73.91799423052184
64.27112883493042,0.021321566547533765,0.12321599739154576,3.056351862509579,0.9455402538262598,0.000479634131778893,72.81571182046167
64.27112883493042,0.021321566547533765,0.12321599739154576,3.056351862509579,0.9455402538262598,0.000479634131778893,72.81571182046167
63.51843764117069,0.02110550259894279,0.1237173691065429,3.054631639752529,0.9398098558788673,0.0005206101211975781,74.3992418812472
65.83016200027599,0.02164066008398891,0.12045684824930311,3.048208963878999,0.9483818139310044,0.0005917930685362938,72.66681439244267
63.21287809585491,0.021298252890427413,0.12623177008814554,3.0627957657559572,0.9368678196832279,0.0005233960173334253,74.79851822680718
63.21287809585491,0.021298252890427413,0.12623177008814554,3.0627957657559572,0.9368678196832279,0.0005233960173334253,74.79851822680718
65.89669930120266,0.021695288498475126,0.12113090351714008,3.0498075419396087,0.9496655049964725,0.000627448030412864,74.99127163138515
65.89669930120266,0.021695288498475126,0.12113090351714008,3.0498075419396087,0.9496655049964725,0.000627448030412864,74.99127163138515
65.89669930120266,0.021695288498475126,0.12113090351714008,3.0498075419396087,0.9496655049964725,0.000627448030412864,74.99127163138515
65.89669930120266,0.021695288498475126,0.12113090351714008,3.0498075419396087,0.9496655049964725,0.000627448030412864,74.99127163138515
68.84920980207232,0.022226471350270678,0.11554601327322038,3.0360118446886943,0.968617916032542,0.000640566760501051,77.79701295404601
68.84920980207232,0.022226471350270678,0.11554601327322038,3.0360118446886943,0.968617916032542,0.000640566760501051,77.79701295404601
68.346977569512,0.022255927413970502,0.11641024377028254,3.0405865157872434,0.9653264210024367,0.0005998580703526254,78.06981121361059
68.346977569512,0.022255927413970502,0.11641024377028254,3.0405865157872434,0.9653264210024367,0.0005998580703526254,78.06981121361059
68.346977569512,0.022255927413970502,0.11641024377028254,3.0405865157872434,0.9653264210024367,0.0005998580703526254,78.06981121361059
68.346977569512,0.022255927413970502,0.11641024377028254,3.0405865157872434,0.9653264210024367,0.0005998580703526254,78.06981121361059
68.346977569512,0.022255927413970502,0.11641024377028254,3.0405865157872434,0.9653264210024367,0.0005998580703526254,78.06981121361059
68.346977569512,0.022255927413970502,0.11641024377028254,3.0405865157872434,0.9653264210024367,0.0005998580703526254,78.06981121361059
68.346977569512,0.022255927413970502,0.11641024377028254,3.0405865157872434,0.9653264210024367,0.0005998580703526254,78.06981121361059
