ell Cl Dl
1071 6.996475035621165135e-03 1.278449791528247033e+03
1072 6.716695738908069237e-03 1.229618290109204509e+03
1073 7.317273704287989046e-03 1.342064643825388657e+03
1074 7.210872814656492553e-03 1.325014749867172441e+03
1075 6.967386777324609953e-03 1.282657743059467748e+03
1076 7.443404890729843001e-03 1.372839447306391094e+03
1077 7.269690051590883134e-03 1.343292192638826236e+03
1078 6.993782190795987119e-03 1.294709814035750469e+03
1079 7.159014553265783884e-03 1.327756930816434306e+03
1080 7.169995266135280668e-03 1.332258347329427579e+03
1081 7.349739507732004976e-03 1.368185656959642984e+03
1082 7.142793644632087872e-03 1.332121852267776376e+03
1083 7.487383473173599494e-03 1.398968536026550510e+03
1084 7.487400973136343167e-03 1.401555317886612556e+03
1085 7.216841000293012891e-03 1.353402056969160867e+03
1086 7.314627879054725473e-03 1.374268961645233958e+03
1087 7.449150632338460976e-03 1.402120462716932934e+03
1088 6.968696239089836389e-03 1.314100078015937925e+03
1089 7.439216936508556699e-03 1.405405771769103922e+03
1090 7.232809738281048909e-03 1.368921111213790482e+03
1091 7.363474777392416994e-03 1.396208649531211222e+03
1092 7.393385923772637959e-03 1.404450083550934551e+03
1093 7.268335407413137848e-03 1.383224191525916467e+03
1094 7.031120052824516541e-03 1.340528606605893401e+03
1095 7.378228110718528659e-03 1.409278683873525324e+03
1096 6.715771582527446139e-03 1.285089069982597948e+03
1097 7.055646850671629111e-03 1.352589260069100646e+03
1098 7.288164768404978289e-03 1.399710906554749954e+03
1099 6.844432802844289433e-03 1.316885371167355061e+03
1100 7.141415177901852020e-03 1.376525997422683986e+03
1101 7.278352843343124587e-03 1.405471847447057371e+03
1102 7.220347427459102192e-03 1.396803562379838013e+03
1103 7.361701098374633101e-03 1.426733627871935141e+03
1104 7.003046909425099213e-03 1.359685663891511695e+03
1105 6.977222316922780491e-03 1.357125771929284838e+03
1106 6.901283459172753015e-03 1.344784656170412518e+03
1107 7.584555877073482187e-03 1.480599737800132743e+03
1108 7.058174952487197146e-03 1.380332956726165321e+03
1109 6.680002101067636887e-03 1.308733609527174849e+03
1110 7.650677779237669007e-03 1.501609754108755851e+03
1111 7.093830108228514446e-03 1.394825122896614630e+03
1112 7.242410998099326619e-03 1.426603384754735544e+03
1113 7.407621921658576365e-03 1.461770843042774686e+03
1114 7.298176496027931372e-03 1.442761523700856287e+03
1115 6.865014120575954615e-03 1.359567043333315951e+03
1116 7.300459129705808188e-03 1.448397189214956825e+03
1117 7.135274472145943479e-03 1.418161829841445524e+03
1118 7.016137065079793532e-03 1.396979671464061084e+03
1119 7.014259399183442496e-03 1.399104210688110015e+03
1120 6.856639810290813056e-03 1.370108948526395807e+03
1121 7.135891208187644316e-03 1.428455848268040882e+03
1122 7.333457091455081178e-03 1.470623494967987426e+03
1123 7.207897038538714322e-03 1.448020710497489063e+03
1124 6.905419072629762761e-03 1.389725432315784474e+03
1125 6.827437478612694184e-03 1.376476421306578231e+03
1126 7.058996968941712996e-03 1.425691084002424532e+03
1127 7.032662617423491094e-03 1.422895253170317801e+03
1128 7.368060991636822196e-03 1.493400819940706242e+03
1129 6.884502342296196405e-03 1.397864478578266699e+03
1130 6.989352081094953560e-03 1.421667705708885705e+03
1131 6.966098109950560370e-03 1.419445590947920891e+03
1132 6.785201888593890562e-03 1.385030198533772818e+03
1133 6.721227844087676248e-03 1.374395466456930080e+03
1134 6.592588930671773942e-03 1.350470322287409772e+03
1135 6.877735159169852917e-03 1.411366396387229543e+03
1136 6.960380129508492858e-03 1.430842680569114236e+03
1137 6.531526224187136041e-03 1.345047226440416807e+03
1138 6.767103430344300133e-03 1.396011295182994445e+03
1139 6.482102300279190404e-03 1.339567455252828267e+03
1140 6.746924559423593017e-03 1.396742929322267173e+03
1141 6.759135759055017942e-03 1.401725743305959213e+03
1142 6.664617410330093972e-03 1.384546956377024344e+03
1143 6.758836650536862931e-03 1.406579672805469954e+03
1144 6.589338888195267474e-03 1.373705023948057715e+03
1145 6.994202977452043495e-03 1.460657751162667410e+03
1146 6.833497164339117844e-03 1.429588960135819661e+03
1147 6.764943644465268302e-03 1.417717240224140141e+03
1148 6.833679117996093420e-03 1.434619172802529192e+03
1149 6.829358499151550604e-03 1.436209885858771258e+03
1150 6.549437150996272744e-03 1.379740061941234444e+03
1151 6.611577369602079403e-03 1.395253172998300215e+03
1152 6.856561830405841045e-03 1.449466941584703363e+03
1153 6.750044868778143359e-03 1.429426757544217480e+03
1154 6.289051197107476537e-03 1.334114347942317409e+03
1155 6.695145641759557391e-03 1.422721775808517350e+03
1156 6.391785331382316207e-03 1.360609520249638990e+03
1157 6.812051914326324245e-03 1.452579795266737392e+03
1158 6.691146596316542398e-03 1.429264714169741410e+03
1159 6.437534151640659195e-03 1.377466681579823444e+03
1160 6.435087009914526590e-03 1.379319144315152926e+03
1161 6.403713047196633867e-03 1.374960880951016634e+03
1162 6.505926095872573318e-03 1.399313744809066293e+03
1163 5.920375955544457218e-03 1.275563586178668174e+03
1164 6.352742979567873628e-03 1.371072190888446357e+03
1165 6.362199969707014145e-03 1.375472534126120308e+03
1166 6.165444843452801485e-03 1.335223462005239526e+03
1167 6.445806112245707625e-03 1.398334485868771480e+03
1168 6.292306382718711871e-03 1.367374090765059464e+03
1169 5.913740090752366355e-03 1.287308799420954301e+03
1170 6.236046605477510441e-03 1.359791245215039908e+03
1171 6.056508040856510393e-03 1.322899756572528986e+03
1172 5.942110825889899452e-03 1.300129171938109948e+03
1173 6.244321589483015078e-03 1.368584138318246232e+03
1174 6.387527425091797315e-03 1.402357924486888805e+03
1175 5.674657798255005117e-03 1.247972447457317458e+03
1176 6.165523248028680937e-03 1.358231679885973335e+03
1177 6.134038096621844717e-03 1.353593791906236675e+03
1178 6.200477901705522994e-03 1.370580003374775288e+03
1179 6.280766218677119074e-03 1.390684366536738025e+03
1180 6.017092598685538571e-03 1.334561928978059768e+03
1181 5.634547700351329180e-03 1.251833489127909161e+03
1182 6.316496313512954749e-03 1.405719274914677953e+03
1183 5.780238991667653418e-03 1.288553259711413602e+03
1184 6.205021822536870880e-03 1.385586035150705584e+03
1185 5.785084908499640334e-03 1.293995924640981684e+03
1186 5.819398305384900459e-03 1.303867988071294576e+03
1187 5.941101486694964559e-03 1.333380999999904361e+03
1188 5.829444831222082082e-03 1.310525945642054467e+03
1189 5.668756447839497746e-03 1.276546813993772503e+03
1190 5.942599936775342859e-03 1.340464597593253302e+03
1191 5.907254251308883229e-03 1.334731198820663167e+03
1192 5.483841929270875243e-03 1.241142818064005269e+03
1193 5.707886855920716804e-03 1.294017822382367967e+03
1194 5.715533908606864298e-03 1.297923719916230539e+03
1195 5.839675992876942889e-03 1.328336077085404668e+03
1196 5.570160564491484154e-03 1.269150648309036114e+03
1197 5.560338818805037400e-03 1.269031365203922405e+03
1198 5.463270529619238328e-03 1.248960890317704070e+03
1199 4.954978002105785671e-03 1.134650977312968962e+03
1200 5.209842777131872861e-03 1.195003018902343683e+03
1201 5.519932347864646774e-03 1.268239752237875791e+03
1202 5.295226664487056624e-03 1.218638183320640564e+03
1203 5.308812667605834756e-03 1.223797739138131192e+03
1204 5.350445552229822314e-03 1.235445564086114700e+03
1205 5.073509626187740033e-03 1.173445638415272470e+03
1206 5.226779688373105019e-03 1.210901742854699933e+03
1207 5.010039323767700135e-03 1.162613792069502097e+03
1208 5.355049291721028157e-03 1.244734822676917247e+03
1209 4.972853013027447346e-03 1.157810344367071821e+03
1210 5.362299528763476639e-03 1.250549003148766815e+03
1211 5.037709520703021956e-03 1.176792838147173825e+03
1212 4.935266200083019382e-03 1.154766390123574183e+03
1213 4.961031589376210457e-03 1.162710546130004786e+03
1214 4.904798533575177241e-03 1.151426630174659067e+03
1215 4.862407412408864017e-03 1.143355616009053847e+03
1216 5.219317781493053657e-03 1.229300405179490781e+03
1217 5.148189063273226132e-03 1.214541854893946038e+03
1218 4.900755287820485889e-03 1.158068217283789636e+03
1219 5.233833381112055344e-03 1.238806743265729665e+03
1220 5.099037384262830597e-03 1.208881752964746511e+03
1221 4.844783989242389469e-03 1.150486216011640181e+03
1222 4.735669169605861983e-03 1.126416879652390890e+03
1223 4.740793734172970772e-03 1.129481356191816985e+03
1224 4.876318550602761447e-03 1.163669648007852629e+03
1225 4.819590613600682749e-03 1.152011568839967140e+03
1226 4.591612008364272940e-03 1.099310427708347106e+03
1227 4.893562131399816113e-03 1.173513710384145270e+03
1228 4.688549668181815622e-03 1.126182831776501644e+03
1229 4.672141303439078866e-03 1.124069321351926419e+03
1230 4.863777462415930751e-03 1.172079289266351680e+03
1231 4.511788767609750152e-03 1.089024502083053449e+03
1232 4.654666522617804947e-03 1.125336714341730612e+03
1233 4.629704277339462271e-03 1.121118758572491060e+03
1234 4.536151736665618682e-03 1.100246061064238347e+03
1235 4.447973296241047349e-03 1.080606887404991767e+03
1236 4.546126472509306148e-03 1.106241165913767418e+03
1237 4.743443628780875422e-03 1.156123475377419936e+03
1238 4.362903122612143969e-03 1.065093299074218294e+03
1239 4.608563971443426117e-03 1.126882782698811980e+03
1240 4.490778075756070645e-03 1.099854388537605701e+03
1241 4.490472278162033030e-03 1.101553332322152528e+03
1242 4.699543525770555168e-03 1.154698315845544357e+03
1243 4.466119928379487167e-03 1.099112182542603705e+03
1244 4.467173362285678517e-03 1.101140332775969682e+03
1245 4.378455758634218660e-03 1.081006962652417997e+03
1246 4.359332101706008683e-03 1.078014451884975188e+03
1247 4.224880572592375726e-03 1.046443072889684117e+03
1248 4.365816133655261999e-03 1.083085138710027195e+03
1249 4.541164525956077613e-03 1.128391535428302859e+03
1250 4.219138424115782306e-03 1.050053020586884259e+03
1251 4.063999800957306119e-03 1.013060653960917875e+03
1252 4.358589630532127765e-03 1.088232051125724865e+03
1253 4.119713109977312521e-03 1.030233606704631256e+03
1254 4.447342475950331192e-03 1.113940434062755003e+03
1255 4.023360822757576609e-03 1.009351608721389539e+03
1256 4.091532123983840710e-03 1.028089713939749117e+03
1257 4.109920444404497990e-03 1.034354637103136383e+03
1258 3.959962405835968161e-03 9.982000006221799140e+02
1259 4.226622895523645014e-03 1.067111765178015276e+03
1260 4.141657933023993980e-03 1.047321430412878271e+03
1261 3.930722572239308231e-03 9.955589152062145786e+02
1262 4.045415751648225554e-03 1.026233052792297485e+03
1263 3.896860579450341262e-03 9.901145079175772707e+02
1264 3.896794325196029259e-03 9.916655246656014242e+02
1265 3.858620759710724556e-03 9.835047445454092667e+02
1266 3.756730551214694774e-03 9.590483421418315402e+02
1267 3.789167737122538758e-03 9.688573335764333478e+02
1268 3.925268509919524126e-03 1.005241425865032056e+03
1269 3.935361549541951075e-03 1.009415833532890815e+03
1270 4.061907333957707859e-03 1.043516726104272948e+03
1271 3.853096928355669547e-03 9.914315330024857076e+02
1272 4.103951641019114305e-03 1.057640033445556583e+03
1273 3.920784306495885170e-03 1.012024239135160315e+03
1274 3.784563123630343279e-03 9.783978681711736272e+02
1275 3.885732799351997169e-03 1.006129595452511921e+03
1276 3.758583153296657289e-03 9.747334412224580547e+02
1277 3.922510628163830559e-03 1.018840057591854020e+03
1278 4.070856433852383140e-03 1.059027691993619555e+03
1279 3.767585337880690385e-03 9.816659873620599228e+02
1280 3.752035847734757745e-03 9.791431953763777756e+02
1281 3.705120829484502901e-03 9.684108845717951226e+02
1282 3.764854537032891885e-03 9.855598759060966358e+02
1283 3.688038159812649913e-03 9.669571248303838047e+02
1284 3.815804461733916624e-03 1.002015395980634594e+03
1285 3.772875576507139089e-03 9.922856503706188960e+02
1286 3.841190699838307934e-03 1.011825256626650798e+03
1287 3.645780769330776109e-03 9.618449992331322846e+02
1288 3.726841648960942111e-03 9.847587588205559541e+02
1289 3.854182438001308234e-03 1.019987917976868175e+03
1290 3.863307670691736376e-03 1.023989210431449806e+03
1291 3.637369508293175450e-03 9.655978929276828922e+02
1292 3.911041143467272434e-03 1.039856844744077762e+03
1293 3.630912391855618294e-03 9.668713756050385655e+02
1294 3.812023042191320203e-03 1.016669262514348588e+03
1295 3.809330105726914731e-03 1.017521303364746132e+03
1296 3.724144118233472037e-03 9.963033448838467621e+02
1297 3.415641928486893783e-03 9.151812972774547461e+02
1298 3.727318824750306975e-03 1.000231477793260979e+03
1299 3.467695876484763479e-03 9.319951171786198074e+02
1300 3.663555594058907731e-03 9.861513346027965099e+02
1301 3.463395895176555900e-03 9.337068615384825989e+02
1302 3.626459618775560584e-03 9.791706278311434062e+02
1303 3.553208529933201895e-03 9.608660188349438158e+02
1304 3.589536522323093139e-03 9.721798406594510880e+02
1305 3.661230552885368257e-03 9.931181022257837867e+02
1306 3.625303199175737828e-03 9.848798007495342972e+02
1307 3.501616616155804693e-03 9.527348634789763082e+02
1308 3.466797197030855367e-03 9.447044453156788677e+02
1309 3.447288221516354046e-03 9.408246105075554624e+02
1310 3.592075706485621436e-03 9.818374657876610172e+02
1311 3.574413229563963134e-03 9.785013230547455123e+02
1312 3.575199920951412178e-03 9.802097652585505330e+02
1313 3.447312798552286915e-03 9.465878259098578837e+02
1314 3.670774018429728575e-03 1.009482742286343864e+03
1315 3.653595663926507454e-03 1.006287914670708005e+03
1316 3.744837192677894031e-03 1.032986717659196529e+03
1317 3.556900737333657664e-03 9.826368855002988312e+02
1318 3.507455118160469724e-03 9.704484258259429907e+02
1319 3.490299231468176316e-03 9.671671117165290070e+02
1320 3.483343779095902232e-03 9.667033387579029977e+02
1321 3.659686511220971040e-03 1.017181117960334177e+03
1322 3.569228751595880829e-03 9.935410459373991898e+02
1323 3.426353626135589595e-03 9.552128241498186298e+02
1324 3.527944632973480793e-03 9.850216040187975750e+02
1325 3.491205409078393385e-03 9.762362629144982975e+02
1326 3.457175398308808077e-03 9.681797444783054516e+02
1327 3.567874753500321124e-03 1.000688088002105474e+03
1328 3.483802085981989576e-03 9.785807367719745571e+02
1329 3.588132124280076201e-03 1.009404368778783009e+03
1330 3.534506359662034289e-03 9.958148434544791598e+02
1331 3.490196648588869341e-03 9.848096807903295939e+02
1332 3.422650776310918932e-03 9.672017972857495351e+02
1333 3.529916832593433997e-03 9.990117214457244472e+02
1334 3.488994733668639766e-03 9.889117585220933506e+02
1335 3.407063270982169968e-03 9.671371240076772438e+02
1336 3.471519727148327395e-03 9.869101931751089296e+02
1337 3.538438847223822434e-03 1.007440362645165692e+03
1338 3.327858992721692555e-03 9.489028221220193018e+02
1339 3.545363385847661274e-03 1.012432929746982722e+03
1340 3.443848734343894508e-03 9.849127858159223479e+02
1341 3.735643923447067374e-03 1.069958414423938621e+03
1342 3.299219676569329143e-03 9.463676666681202505e+02
1343 3.384409262619519996e-03 9.722507526196584422e+02
1344 3.529198867231820528e-03 1.015354775710305717e+03
1345 3.540644377566909071e-03 1.020163507590879703e+03
1346 3.427355433419127829e-03 9.889900731918905876e+02
1347 3.458639987501761250e-03 9.995004129466384484e+02
1348 3.593705181541504475e-03 1.040074429655481936e+03
1349 3.465801336648728550e-03 1.004545273720578166e+03
1350 3.529065780108791867e-03 1.024398662203494268e+03
1351 3.483716407512753559e-03 1.012733010485021282e+03
1352 3.439600382456089057e-03 1.001388520249520639e+03
1353 3.597730819333002424e-03 1.048975292789107698e+03
1354 3.380712859119407686e-03 9.871573346966581539e+02
1355 3.663110718628634268e-03 1.071196541745017839e+03
1356 3.621551455570609212e-03 1.060606608779963381e+03
1357 3.408362639638433216e-03 9.996444184647091333e+02
1358 3.513779773667657143e-03 1.032081270633346776e+03
1359 3.625160284942089989e-03 1.066364577435797173e+03
1360 3.451914172439324476e-03 1.016897440429998028e+03
1361 3.558060346881149714e-03 1.049708403855425331e+03
1362 3.546383613883955128e-03 1.047800995395294194e+03
1363 3.524047031789610211e-03 1.042730444193442509e+03
1364 3.664573383068081992e-03 1.085901857964114697e+03
1365 3.422917825749525328e-03 1.015780696682846838e+03
1366 3.504959069666149785e-03 1.041651146657812205e+03
1367 3.560036137217610034e-03 1.059568771752338762e+03
1368 3.500867603323889500e-03 1.043482966047870377e+03
1369 3.696940738948880506e-03 1.103536331516095743e+03
1370 3.523519577861229050e-03 1.053306689832480970e+03
1371 3.426086416633068819e-03 1.025675568625976211e+03
1372 3.416024972095234313e-03 1.024155300653192398e+03
1373 3.673403359682489520e-03 1.102925100255946518e+03
1374 3.542301907905364908e-03 1.065111651547687188e+03
1375 3.363452376430389745e-03 1.012806655397345139e+03
1376 3.488700449051301312e-03 1.052049530623833562e+03
1377 3.481519987932561472e-03 1.051410191367947164e+03
1378 3.483144618845408162e-03 1.053428641064147996e+03
1379 3.489806627225645799e-03 1.056975321124828724e+03
1380 3.344421028157166902e-03 1.014410747962234382e+03
1381 3.328313461189876497e-03 1.010988172287036036e+03
1382 3.449775469556701224e-03 1.049400301162895857e+03
1383 3.563718610740658575e-03 1.085629927371904841e+03
1384 3.371200359701224947e-03 1.028467470170858405e+03
1385 3.697674443134279024e-03 1.129696561658660585e+03
1386 3.598357384215698264e-03 1.100941182982306827e+03
1387 3.430971508933692172e-03 1.051243129612182656e+03
1388 3.605725158264909153e-03 1.106380374915988796e+03
1389 3.574432752906619212e-03 1.098358988788469333e+03
1390 3.564650741491729499e-03 1.096930334728682510e+03
1391 3.543308014112830483e-03 1.091931521940417952e+03
1392 3.606775918296061586e-03 1.113088368894034375e+03
1393 3.577969908582814308e-03 1.105785028380937547e+03
1394 3.591793560825923270e-03 1.111651044925846918e+03
1395 3.452150897038919024e-03 1.069964893798313824e+03
1396 3.439972778993408316e-03 1.067718977761250017e+03
1397 3.662673488548245666e-03 1.138470847103921187e+03
1398 3.703576062967597806e-03 1.152832698221918236e+03
1399 3.661896230563755142e-03 1.141489484479591738e+03
1400 3.572417668939717027e-03 1.115189139472261786e+03
1401 3.585779947106349386e-03 1.120959481430248616e+03
1402 3.556866061591116863e-03 1.113507964877554969e+03
1403 3.659809057329620630e-03 1.147369597805580497e+03
1404 3.444457864822968608e-03 1.081395206591012766e+03
1405 3.522392779589071307e-03 1.107438349881657814e+03
1406 3.436097081571744521e-03 1.081844833555275272e+03
1407 3.649033421332602799e-03 1.150521463257054165e+03
1408 3.513376696924036622e-03 1.109324222304185923e+03
1409 3.632748890443836601e-03 1.148644443911127837e+03
1410 3.667030354909987626e-03 1.161129778085732823e+03
1411 3.578703670955997278e-03 1.134769307856626483e+03
1412 3.625316264161493416e-03 1.151179082379505644e+03
1413 3.580552314760432429e-03 1.138575217059916895e+03
1414 3.429373343353260203e-03 1.092045537997136762e+03
1415 3.466493976065434385e-03 1.105427526109604742e+03
1416 3.508713454046197017e-03 1.120472333280136354e+03
1417 3.566652608147857610e-03 1.140583340312790369e+03
1418 3.481427110220052749e-03 1.114900383473948068e+03
1419 3.459808747434769873e-03 1.109540000664961099e+03
1420 3.358807826340878648e-03 1.078667789791710220e+03
1421 3.626524867732261806e-03 1.166284397805070057e+03
1422 3.525516967158739620e-03 1.135396202304559893e+03
1423 3.518204181234786763e-03 1.134634700477043680e+03
1424 3.474409285528990126e-03 1.122085531066434896e+03
1425 3.498921309331657400e-03 1.131588947170323536e+03
1426 3.474396562497030980e-03 1.125234442113240902e+03
1427 3.620674357823799611e-03 1.174253270593649631e+03
1428 3.393505651944475187e-03 1.102120662828923514e+03
1429 3.628260857404491928e-03 1.180013297683318342e+03
1430 3.328367047499840910e-03 1.083994344799558576e+03
1431 3.451409871071900708e-03 1.125639488690544340e+03
1432 3.376360519865586034e-03 1.102701977456617669e+03
1433 3.606947150666642895e-03 1.179655650816594516e+03
1434 3.386727356082080889e-03 1.109178441404346813e+03
1435 3.510738254719900781e-03 1.151396550998513476e+03
1436 3.570276284749609140e-03 1.172554843162666657e+03
1437 3.405822807118896647e-03 1.120102677144577910e+03
1438 3.615555423549149210e-03 1.190734220333061330e+03
1439 3.341047934252223094e-03 1.101859255930140080e+03
1440 3.390710165735499448e-03 1.119791774128983434e+03
1441 3.345079938350606786e-03 1.106256596907129961e+03
1442 3.306284628320453872e-03 1.094944133583920348e+03
1443 3.387575254747716286e-03 1.123421180917595848e+03
1444 3.445745360525415569e-03 1.144295926804760938e+03
1445 3.415754157601833506e-03 1.135907265305220108e+03
1446 3.401291881999273826e-03 1.132663376436106319e+03
1447 3.468032119036474053e-03 1.156485882614475258e+03
1448 3.388375917588088738e-03 1.131484646826457947e+03
1449 3.408539638430475513e-03 1.139790067808620734e+03
1450 3.301980615034806003e-03 1.105681557261114676e+03
1451 3.230124795120785635e-03 1.083112235616148382e+03
1452 3.373908902151135161e-03 1.132884707639153476e+03
1453 3.232935145636813955e-03 1.087044054366315777e+03
1454 3.235834132947459831e-03 1.089516428684250513e+03
1455 3.418819059015582376e-03 1.152711474523493735e+03
1456 3.384046371298661451e-03 1.142555654295112618e+03
1457 3.288883732699233575e-03 1.111951200721714940e+03
1458 3.315505039758279409e-03 1.122490411611077207e+03
1459 3.199157370264410494e-03 1.084585723249027069e+03
1460 3.280171578821256245e-03 1.113575749536697003e+03
1461 3.326352841733994873e-03 1.130800612783770930e+03
1462 3.252936808461329241e-03 1.107356494688836619e+03
1463 3.346230505884376441e-03 1.140673595714227986e+03
1464 3.254475697107386736e-03 1.110912531602743911e+03
1465 3.115241421915133837e-03 1.064837741103675626e+03
1466 3.191659006419040982e-03 1.092447817488306100e+03
1467 3.273541294070329757e-03 1.122003275478347632e+03
1468 3.310563277684309882e-03 1.136239482808546654e+03
1469 3.339440758863864486e-03 1.147712220053942247e+03
1470 3.262536516762660349e-03 1.122808057195253696e+03
1471 3.433006823395945342e-03 1.183083182711016434e+03
1472 3.133028574699489328e-03 1.081172633489138661e+03
1473 3.035943222534541724e-03 1.049093043479298331e+03
1474 3.097783269073534941e-03 1.071915782391506809e+03
1475 3.160024310787573187e-03 1.094936499669114255e+03
1476 3.130011191946602961e-03 1.086007625977303405e+03
1477 3.093410742477118846e-03 1.074762860101492151e+03
1478 3.036944147524596026e-03 1.056573088020403020e+03
1479 3.114163195722663424e-03 1.084904195741623198e+03
1480 2.984856592083555069e-03 1.041262854301028938e+03
1481 2.999303220035847654e-03 1.047716461672354171e+03
1482 3.078865883533588380e-03 1.076961697165493661e+03
1483 3.048543509295629020e-03 1.067794258490711400e+03
1484 3.145566010275981702e-03 1.103263599684799374e+03
1485 3.073691183268132798e-03 1.079507405786553136e+03
1486 3.133647261378499395e-03 1.102046750062444517e+03
1487 3.054327282627905364e-03 1.075597051092538777e+03
1488 3.088079857660621427e-03 1.088945847796361704e+03
1489 3.153145608697257955e-03 1.113384380199352790e+03
1490 3.077579362650206731e-03 1.088161370707549395e+03
1491 3.068138688964435184e-03 1.086279504089741522e+03
1492 2.962200569328667880e-03 1.050178743554107996e+03
1493 2.992514590132042997e-03 1.062348021357111520e+03
1494 3.006462869354723302e-03 1.068729423739392359e+03
1495 2.889813020314602188e-03 1.028638230486186330e+03
1496 2.840220788084823166e-03 1.012338205320357019e+03
1497 3.043355558654105373e-03 1.086191599763383920e+03
1498 3.025019827246383259e-03 1.081089883559478949e+03
1499 3.045619422376860327e-03 1.089905030079138896e+03
1500 2.944684000583356210e-03 1.055190274228836870e+03
1501 2.926374653990414156e-03 1.050027523879000228e+03
1502 2.964224398409274000e-03 1.065025785107576212e+03
1503 2.863809199896921644e-03 1.030317386100349040e+03
1504 3.005234039370001040e-03 1.082636755121944361e+03
1505 2.861161593481599888e-03 1.032105257036389276e+03
1506 2.942699850032935976e-03 1.062929163558499113e+03
1507 2.871933696300554666e-03 1.038745450603253857e+03
1508 2.848562238412720351e-03 1.031659604656641477e+03
1509 2.880990902631926608e-03 1.044788071637316762e+03
1510 2.814838510259195636e-03 1.022150928137335541e+03
1511 2.716179176391553263e-03 9.876312030821379722e+02
1512 2.895854515854896782e-03 1.054356768811625670e+03
1513 2.824055338150368178e-03 1.029575352920601745e+03
1514 2.837810112129539233e-03 1.035957577895227587e+03
1515 2.849374372847204070e-03 1.041553253190729038e+03
1516 2.751346572751280431e-03 1.007048097575471616e+03
1517 2.668897107763792617e-03 9.781586842772778709e+02
1518 2.756893598394241987e-03 1.011741773944608667e+03
1519 2.831558792674265714e-03 1.040511960988849523e+03
1520 2.690446981200487597e-03 9.899593726241898821e+02
1521 2.747859527094352605e-03 1.012414893969890841e+03
1522 2.644035450834897067e-03 9.754431454129991153e+02
1523 2.635550599514662699e-03 9.735905740540119950e+02
1524 2.642953158230071809e-03 9.776072381668727758e+02
1525 2.617991206433817591e-03 9.696448438486780788e+02
1526 2.602213934731822682e-03 9.650653002723305462e+02
1527 2.547135973804524282e-03 9.458769721313557284e+02
1528 2.707789510256552231e-03 1.006852546439736784e+03
1529 2.496452988015004145e-03 9.294851163946003680e+02
1530 2.583669223403545039e-03 9.632159490922023224e+02
1531 2.683374915620962819e-03 1.001694855378193097e+03
1532 2.595445009827594945e-03 9.701365871758513322e+02
1533 2.623037165550359817e-03 9.817300626606463538e+02
1534 2.643601279142247708e-03 9.907174771481779771e+02
1535 2.510243634208813180e-03 9.419668116789806618e+02
1536 2.475612348322963219e-03 9.301818370433348946e+02
1537 2.564629909156885320e-03 9.648838500923964148e+02
1538 2.594669408121947664e-03 9.774557783545832308e+02
1539 2.545549266477819660e-03 9.601984024909457958e+02
1540 2.761692178731946397e-03 1.043082744917140644e+03
1541 2.573521971792392272e-03 9.732737819890110131e+02
1542 2.508196092441814483e-03 9.497994600134102257e+02
1543 2.610601230531442180e-03 9.898602671644073325e+02
1544 2.536874986316914587e-03 9.631523258504311116e+02
1545 2.498575442790138598e-03 9.498402567509479013e+02
1546 2.630835060209017230e-03 1.001413762949165630e+03
1547 2.398552310382931138e-03 9.141776433109444042e+02
1548 2.420559466974621810e-03 9.237581059994887482e+02
1549 2.461015728923480594e-03 9.404108625615529036e+02
1550 2.427940377186873274e-03 9.289699059339350242e+02
1551 2.418550355155597419e-03 9.265711641293006551e+02
1552 2.418025841534197223e-03 9.275647633777912233e+02
1553 2.330218656473415344e-03 8.950334714460871055e+02
1554 2.391464195677233794e-03 9.197407369674115216e+02
1555 2.359254397617837826e-03 9.085208339893086986e+02
1556 2.449060773119061257e-03 9.443171978024519149e+02
1557 2.258650540027938233e-03 8.720175777152852561e+02
1558 2.399075906078791502e-03 9.274226308885399703e+02
1559 2.491392006706444253e-03 9.643460633043458756e+02
1560 2.398997435560015507e-03 9.297740412817261131e+02
1561 2.331027983489126348e-03 9.045895188135316403e+02
1562 2.272276999095850479e-03 8.829201158392708066e+02
1563 2.360572304630495759e-03 9.184027296456215481e+02
1564 2.342560370658955827e-03 9.125612307336037929e+02
1565 2.232183858203982702e-03 8.706752404065897508e+02
1566 2.342643539330996685e-03 9.149283744271224350e+02
1567 2.227715369232022465e-03 8.711539046937278954e+02
1568 2.285811997206174413e-03 8.950136139713761168e+02
1569 2.188520283912953265e-03 8.580118852791313202e+02
1570 2.329321575360806824e-03 9.143772632991292539e+02
1571 2.325121562004262878e-03 9.138912558289679282e+02
1572 2.287648868425188730e-03 9.003072786708618196e+02
1573 2.241702643833162496e-03 8.833475041599912174e+02
1574 2.244743060745250842e-03 8.856702472839322127e+02
1575 2.300668892863004088e-03 9.088893684767022023e+02
1576 2.245020912179091291e-03 8.880316179359582520e+02
1577 2.249865490359441618e-03 8.910772957077751926e+02
1578 2.279261663795464216e-03 9.038647434521084278e+02
1579 2.262590785530711312e-03 8.983909382885228752e+02
1580 2.181008376767811299e-03 8.670944813251134065e+02
1581 2.183235817762123158e-03 8.690787447362989724e+02
1582 2.333486955048649173e-03 9.300641468862276042e+02
1583 2.110186031220110271e-03 8.421257896101579945e+02
1584 2.183923158711925053e-03 8.726536893513573432e+02
1585 2.248541773963065246e-03 8.996084820779161646e+02
1586 2.230955987804228349e-03 8.936989424263953197e+02
1587 2.249637197032470712e-03 9.023188721564979460e+02
1588 2.099555477882120505e-03 8.431830773893524338e+02
