Omega_m,H0,Chi_sq,Type
0.2706483328777679,70.51997207814499,1038.3884062989014,1.0
0.26197173533262946,70.37377765420035,1039.7323334776913,2.0
0.260621926429733,70.45365100482694,1039.6400459890308,1.0
0.2594303360587766,70.47055065529818,1040.041234234024,2.0
0.2633437508015553,70.35102283195057,1039.363384824975,1.0
0.27021703802632613,70.48270979932306,1037.8005831376888,1.0
0.27368150019567283,70.31145499316779,1036.453570283046,1.0
0.2717137859679696,70.27057410955157,1037.0612415607072,2.0
0.2754351973908634,70.3936377905576,1036.797215537323,1.0
0.26823665854230916,70.47338202537476,1037.7976241657034,2.0
0.2717076849918339,70.44876314085383,1037.3709691163253,1.0
0.2759273288529457,70.39687680854168,1036.8600585522827,1.0
0.2874373021123829,70.21729467302761,1036.2072851510836,1.0
0.288883631988644,70.08724400801752,1035.817826777387,1.0
0.2843202090697988,70.14348089298585,1035.7136296124918,1.0
0.2841343474569105,70.05928309574678,1036.37567951268,2.0
0.2787209714982795,70.10955460137767,1036.9382389618627,2.0
0.2876585236210646,70.11522731748605,1035.7440968796705,1.0
0.2938142782630462,69.99655711189601,1036.3183832535192,2.0
0.2870750624238606,70.01056686643724,1036.5212079452851,2.0
0.28986474484577845,70.1365310552276,1035.9724949236697,1.0
0.29039482930574445,69.96578127673897,1036.6870841464818,2.0
0.29964926855021756,70.10818252434433,1038.3790390152976,2.0
0.30165697069101427,70.11328685726991,1039.3843840219638,2.0
0.30864607202214467,69.80813918054228,1039.31673201008,1.0
0.30701978071475294,69.95491529889365,1039.34105652194,2.0
0.3077649992355781,69.86578076076219,1039.0375364804884,1.0
0.30336140055199706,70.00927324705158,1038.4713340019046,1.0
0.30197355337549525,69.92630793540881,1037.5794199529735,1.0
0.2938249986749843,70.23990778111508,1038.5191825286952,2.0
0.29454076958260195,69.86523508895829,1037.7934524792317,1.0
0.29514418887664173,69.92410937793427,1036.8993410515604,1.0
0.2901912324777521,69.9510800295286,1036.9224615985684,2.0
0.2929725726207273,70.16077710630785,1036.8292278744225,1.0
0.28387508864141814,70.03632814057538,1036.7483235559257,1.0
0.28449387167382106,70.03610515453055,1036.6206131334366,1.0
0.2845050425940946,70.21002126373934,1035.7890691042496,1.0
0.27791397052648464,70.32184996259053,1036.1974983415253,2.0
0.28578486511959517,70.26750185173148,1036.4865401929733,2.0
0.2877961719380717,70.25090826144621,1036.7010252439895,2.0
0.2841316470427322,70.28341332804827,1036.3871667620836,1.0
0.29383813949601395,70.00602654282332,1036.2815421355458,1.0
0.29940900458361663,69.91874035973154,1037.1684117032455,2.0
0.29168844895327917,70.00074183022896,1036.2477763683687,1.0
0.29999631878618715,70.09101802563126,1038.243989649247,2.0
0.301933331657873,69.92539463534858,1037.5709038168934,1.0
0.30270326577308243,69.83322991494676,1038.1288528961934,2.0
0.29841577309117034,69.6828505636665,1041.6927682602675,2.0
0.3000373089557028,69.70484231196475,1040.6473840263648,1.0
0.30196455746960854,69.71375272389561,1040.1287258009775,1.0
0.29726396105906494,69.73146439963512,1040.4762670214607,2.0
0.30422223355386074,69.73770602237764,1039.5026312531754,1.0
0.3006759988660277,69.87788055872741,1037.5558741623693,1.0
0.3005100038517299,70.02022446605221,1037.5856665842314,2.0
0.3002496673374525,69.93919322674238,1037.2328198373164,1.0
0.296018709998759,70.12340637238137,1037.2656934349661,2.0
0.28960965168136654,70.14910978884338,1036.0056991966608,1.0
0.2884752728975299,70.23436059232536,1036.630458326429,2.0
0.28376084517967676,70.11246992436911,1035.90832765166,1.0
0.28443564954215167,70.13041308786379,1035.7524536353235,1.0
0.28802959220724633,70.14278278838432,1035.794366579676,2.0
0.29333187678626016,70.01198492259454,1036.2273700899168,2.0
0.29308424665046173,70.06039622122437,1036.1517676578258,1.0
0.2944387916211286,70.00988442334797,1036.3199664356098,2.0
0.2939784955575649,70.03622216368417,1036.2437013137287,1.0
0.2942219099832903,70.06763351398081,1036.3443695146636,2.0
0.2933927559411919,69.96094036796497,1036.5567248828934,2.0
0.2955606342084094,70.18110179532336,1038.016809727198,2.0
0.3036813039827956,70.0531600060794,1039.2275365891428,2.0
0.30610216650130834,70.0431592752416,1040.243640289092,2.0
0.30591662317011586,69.78160968468917,1038.9877360565258,1.0
0.3082977707182684,69.83472812575884,1039.1736493912993,2.0
0.30589940555355,69.75551452100143,1039.2937599070524,2.0
0.30904919113642804,69.7114241566266,1040.1945214784605,2.0
0.30947724196970366,69.91661686653404,1039.993532856679,1.0
0.31306686608401124,70.0532585698465,1044.9793162819242,2.0
0.3109543550100953,70.11403591722532,1045.3430624003156,2.0
0.30511782151301015,69.90169908773187,1038.331214301169,1.0
0.306621107375372,69.91269680361957,1038.841266449989,2.0
0.30872610632309966,69.91592786076379,1039.6650014352342,2.0
0.30784032292806435,70.01144340005668,1040.5628902371056,2.0
0.3108791874782191,69.98868997717503,1041.8316574951039,2.0
